Block ID,X Center,Y Center,Z Center,X Size,Y Size,Z Size,Category,CYB5A,SOD1,CA2,RBP4,ALB,TF,CAT
145,0.0,99.999,199.999,50,50,50,False,-1.3084,1.0089,0.9654,-1.1258,-2.9039,,1.719
145,49.998999999999995,99.999,199.999,50,50,50,False,-1.3084,1.0089,0.9654,-1.1258,-2.9039,,1.719
19,0.0,100.0,0.0,50,50,50,False,-1.2874,-0.8985,0.0805,-0.9724,1.6042,,0.8205
19,49.998999999999995,100.0,0.0,50,50,50,False,-1.2874,-0.8985,0.0805,-0.9724,1.6042,,0.8205
19,0.0,149.999,0.0,50,50,50,False,-1.2874,-0.8985,0.0805,-0.9724,1.6042,,0.8205
19,49.998999999999995,149.999,0.0,50,50,50,False,-1.2874,-0.8985,0.0805,-0.9724,1.6042,,0.8205
19,0.0,100.0,49.998999999999995,50,50,50,False,-1.2874,-0.8985,0.0805,-0.9724,1.6042,,0.8205
19,49.998999999999995,100.0,49.998999999999995,50,50,50,False,-1.2874,-0.8985,0.0805,-0.9724,1.6042,,0.8205
19,0.0,149.999,49.998999999999995,50,50,50,False,-1.2874,-0.8985,0.0805,-0.9724,1.6042,,0.8205
19,49.998999999999995,149.999,49.998999999999995,50,50,50,False,-1.2874,-0.8985,0.0805,-0.9724,1.6042,,0.8205
64,0.0,100.0,50.0,50,50,50,False,-1.5129,,,-1.5128,3.5018,1.0025,-1.8423
64,49.998999999999995,100.0,50.0,50,50,50,False,-1.5129,,,-1.5128,3.5018,1.0025,-1.8423
64,0.0,149.999,50.0,50,50,50,False,-1.5129,,,-1.5128,3.5018,1.0025,-1.8423
64,49.998999999999995,149.999,50.0,50,50,50,False,-1.5129,,,-1.5128,3.5018,1.0025,-1.8423
64,0.0,100.0,99.999,50,50,50,False,-1.5129,,,-1.5128,3.5018,1.0025,-1.8423
64,49.998999999999995,100.0,99.999,50,50,50,False,-1.5129,,,-1.5128,3.5018,1.0025,-1.8423
64,0.0,149.999,99.999,50,50,50,False,-1.5129,,,-1.5128,3.5018,1.0025,-1.8423
64,49.998999999999995,149.999,99.999,50,50,50,False,-1.5129,,,-1.5128,3.5018,1.0025,-1.8423
109,0.0,100.0,100.0,50,50,50,False,,,,-1.4499,2.7316,1.2955,-0.7222
109,49.998999999999995,100.0,100.0,50,50,50,False,,,,-1.4499,2.7316,1.2955,-0.7222
109,0.0,149.999,100.0,50,50,50,False,,,,-1.4499,2.7316,1.2955,-0.7222
109,49.998999999999995,149.999,100.0,50,50,50,False,,,,-1.4499,2.7316,1.2955,-0.7222
109,0.0,100.0,149.999,50,50,50,False,,,,-1.4499,2.7316,1.2955,-0.7222
109,49.998999999999995,100.0,149.999,50,50,50,False,,,,-1.4499,2.7316,1.2955,-0.7222
109,0.0,149.999,149.999,50,50,50,False,,,,-1.4499,2.7316,1.2955,-0.7222
109,49.998999999999995,149.999,149.999,50,50,50,False,,,,-1.4499,2.7316,1.2955,-0.7222
154,0.0,100.0,150.0,50,50,50,False,-2.4824,-1.0069,1.236,,-0.805,1.1037,
154,49.998999999999995,100.0,150.0,50,50,50,False,-2.4824,-1.0069,1.236,,-0.805,1.1037,
154,0.0,149.999,150.0,50,50,50,False,-2.4824,-1.0069,1.236,,-0.805,1.1037,
154,49.998999999999995,149.999,150.0,50,50,50,False,-2.4824,-1.0069,1.236,,-0.805,1.1037,
154,0.0,100.0,199.999,50,50,50,False,-2.4824,-1.0069,1.236,,-0.805,1.1037,
154,49.998999999999995,100.0,199.999,50,50,50,False,-2.4824,-1.0069,1.236,,-0.805,1.1037,
154,0.0,149.999,199.999,50,50,50,False,-2.4824,-1.0069,1.236,,-0.805,1.1037,
154,49.998999999999995,149.999,199.999,50,50,50,False,-2.4824,-1.0069,1.236,,-0.805,1.1037,
28,0.0,150.0,0.0,50,50,50,False,-0.0817,,-1.0871,-0.5942,3.1516,0.9307,1.764
28,49.998999999999995,150.0,0.0,50,50,50,False,-0.0817,,-1.0871,-0.5942,3.1516,0.9307,1.764
28,0.0,199.999,0.0,50,50,50,False,-0.0817,,-1.0871,-0.5942,3.1516,0.9307,1.764
28,49.998999999999995,199.999,0.0,50,50,50,False,-0.0817,,-1.0871,-0.5942,3.1516,0.9307,1.764
28,0.0,150.0,49.998999999999995,50,50,50,False,-0.0817,,-1.0871,-0.5942,3.1516,0.9307,1.764
28,49.998999999999995,150.0,49.998999999999995,50,50,50,False,-0.0817,,-1.0871,-0.5942,3.1516,0.9307,1.764
28,0.0,199.999,49.998999999999995,50,50,50,False,-0.0817,,-1.0871,-0.5942,3.1516,0.9307,1.764
28,49.998999999999995,199.999,49.998999999999995,50,50,50,False,-0.0817,,-1.0871,-0.5942,3.1516,0.9307,1.764
73,0.0,150.0,50.0,50,50,50,False,0.8854,,-0.6161,-0.5858,1.3809,,1.3142
73,49.998999999999995,150.0,50.0,50,50,50,False,0.8854,,-0.6161,-0.5858,1.3809,,1.3142
73,0.0,199.999,50.0,50,50,50,False,0.8854,,-0.6161,-0.5858,1.3809,,1.3142
73,49.998999999999995,199.999,50.0,50,50,50,False,0.8854,,-0.6161,-0.5858,1.3809,,1.3142
73,0.0,150.0,99.999,50,50,50,False,0.8854,,-0.6161,-0.5858,1.3809,,1.3142
73,49.998999999999995,150.0,99.999,50,50,50,False,0.8854,,-0.6161,-0.5858,1.3809,,1.3142
73,0.0,199.999,99.999,50,50,50,False,0.8854,,-0.6161,-0.5858,1.3809,,1.3142
73,49.998999999999995,199.999,99.999,50,50,50,False,0.8854,,-0.6161,-0.5858,1.3809,,1.3142
118,0.0,150.0,100.0,50,50,50,False,0.3318,0.9597,0.4258,0.6524,1.6474,,-1.2672
118,49.998999999999995,150.0,100.0,50,50,50,False,0.3318,0.9597,0.4258,0.6524,1.6474,,-1.2672
118,0.0,199.999,100.0,50,50,50,False,0.3318,0.9597,0.4258,0.6524,1.6474,,-1.2672
118,49.998999999999995,199.999,100.0,50,50,50,False,0.3318,0.9597,0.4258,0.6524,1.6474,,-1.2672
118,0.0,150.0,149.999,50,50,50,False,0.3318,0.9597,0.4258,0.6524,1.6474,,-1.2672
118,49.998999999999995,150.0,149.999,50,50,50,False,0.3318,0.9597,0.4258,0.6524,1.6474,,-1.2672
118,0.0,199.999,149.999,50,50,50,False,0.3318,0.9597,0.4258,0.6524,1.6474,,-1.2672
118,49.998999999999995,199.999,149.999,50,50,50,False,0.3318,0.9597,0.4258,0.6524,1.6474,,-1.2672
163,0.0,150.0,150.0,50,50,50,False,0.4759,,0.1448,0.8611,2.614,,0.2994
163,49.998999999999995,150.0,150.0,50,50,50,False,0.4759,,0.1448,0.8611,2.614,,0.2994
163,0.0,199.999,150.0,50,50,50,False,0.4759,,0.1448,0.8611,2.614,,0.2994
163,49.998999999999995,199.999,150.0,50,50,50,False,0.4759,,0.1448,0.8611,2.614,,0.2994
163,0.0,150.0,199.999,50,50,50,False,0.4759,,0.1448,0.8611,2.614,,0.2994
163,49.998999999999995,150.0,199.999,50,50,50,False,0.4759,,0.1448,0.8611,2.614,,0.2994
163,0.0,199.999,199.999,50,50,50,False,0.4759,,0.1448,0.8611,2.614,,0.2994
163,49.998999999999995,199.999,199.999,50,50,50,False,0.4759,,0.1448,0.8611,2.614,,0.2994
37,0.0,200.0,0.0,50,50,50,False,0.6208,0.6704,-1.2281,1.6913,,1.1758,-1.696
37,49.998999999999995,200.0,0.0,50,50,50,False,0.6208,0.6704,-1.2281,1.6913,,1.1758,-1.696
37,0.0,249.999,0.0,50,50,50,False,0.6208,0.6704,-1.2281,1.6913,,1.1758,-1.696
37,49.998999999999995,249.999,0.0,50,50,50,False,0.6208,0.6704,-1.2281,1.6913,,1.1758,-1.696
37,0.0,200.0,49.998999999999995,50,50,50,False,0.6208,0.6704,-1.2281,1.6913,,1.1758,-1.696
37,49.998999999999995,200.0,49.998999999999995,50,50,50,False,0.6208,0.6704,-1.2281,1.6913,,1.1758,-1.696
37,0.0,249.999,49.998999999999995,50,50,50,False,0.6208,0.6704,-1.2281,1.6913,,1.1758,-1.696
37,49.998999999999995,249.999,49.998999999999995,50,50,50,False,0.6208,0.6704,-1.2281,1.6913,,1.1758,-1.696
82,0.0,200.0,50.0,50,50,50,False,-2.194,,-0.7217,0.7264,1.2355,,0.4084
82,49.998999999999995,200.0,50.0,50,50,50,False,-2.194,,-0.7217,0.7264,1.2355,,0.4084
82,0.0,249.999,50.0,50,50,50,False,-2.194,,-0.7217,0.7264,1.2355,,0.4084
82,49.998999999999995,249.999,50.0,50,50,50,False,-2.194,,-0.7217,0.7264,1.2355,,0.4084
82,0.0,200.0,99.999,50,50,50,False,-2.194,,-0.7217,0.7264,1.2355,,0.4084
82,49.998999999999995,200.0,99.999,50,50,50,False,-2.194,,-0.7217,0.7264,1.2355,,0.4084
82,0.0,249.999,99.999,50,50,50,False,-2.194,,-0.7217,0.7264,1.2355,,0.4084
82,49.998999999999995,249.999,99.999,50,50,50,False,-2.194,,-0.7217,0.7264,1.2355,,0.4084
127,0.0,200.0,100.0,50,50,50,False,-0.7299,0.3065,,,1.3598,1.403,-0.1351
127,49.998999999999995,200.0,100.0,50,50,50,False,-0.7299,0.3065,,,1.3598,1.403,-0.1351
127,0.0,249.999,100.0,50,50,50,False,-0.7299,0.3065,,,1.3598,1.403,-0.1351
127,49.998999999999995,249.999,100.0,50,50,50,False,-0.7299,0.3065,,,1.3598,1.403,-0.1351
127,0.0,200.0,149.999,50,50,50,False,-0.7299,0.3065,,,1.3598,1.403,-0.1351
127,49.998999999999995,200.0,149.999,50,50,50,False,-0.7299,0.3065,,,1.3598,1.403,-0.1351
127,0.0,249.999,149.999,50,50,50,False,-0.7299,0.3065,,,1.3598,1.403,-0.1351
127,49.998999999999995,249.999,149.999,50,50,50,False,-0.7299,0.3065,,,1.3598,1.403,-0.1351
172,0.0,200.0,150.0,50,50,50,False,-2.3319,-1.4936,1.0593,1.9958,-1.3174,,
172,49.998999999999995,200.0,150.0,50,50,50,False,-2.3319,-1.4936,1.0593,1.9958,-1.3174,,
172,0.0,249.999,150.0,50,50,50,False,-2.3319,-1.4936,1.0593,1.9958,-1.3174,,
172,49.998999999999995,249.999,150.0,50,50,50,False,-2.3319,-1.4936,1.0593,1.9958,-1.3174,,
172,0.0,200.0,199.999,50,50,50,False,-2.3319,-1.4936,1.0593,1.9958,-1.3174,,
172,49.998999999999995,200.0,199.999,50,50,50,False,-2.3319,-1.4936,1.0593,1.9958,-1.3174,,
172,0.0,249.999,199.999,50,50,50,False,-2.3319,-1.4936,1.0593,1.9958,-1.3174,,
172,49.998999999999995,249.999,199.999,50,50,50,False,-2.3319,-1.4936,1.0593,1.9958,-1.3174,,
2,50.0,0.0,0.0,50,50,50,False,-0.069,-0.9917,,-0.9302,1.2328,1.1597,-0.0157
2,99.999,0.0,0.0,50,50,50,False,-0.069,-0.9917,,-0.9302,1.2328,1.1597,-0.0157
2,50.0,49.998999999999995,0.0,50,50,50,False,-0.069,-0.9917,,-0.9302,1.2328,1.1597,-0.0157
2,99.999,49.998999999999995,0.0,50,50,50,False,-0.069,-0.9917,,-0.9302,1.2328,1.1597,-0.0157
2,50.0,0.0,49.998999999999995,50,50,50,False,-0.069,-0.9917,,-0.9302,1.2328,1.1597,-0.0157
2,99.999,0.0,49.998999999999995,50,50,50,False,-0.069,-0.9917,,-0.9302,1.2328,1.1597,-0.0157
2,50.0,49.998999999999995,49.998999999999995,50,50,50,False,-0.069,-0.9917,,-0.9302,1.2328,1.1597,-0.0157
2,99.999,49.998999999999995,49.998999999999995,50,50,50,False,-0.069,-0.9917,,-0.9302,1.2328,1.1597,-0.0157
47,50.0,0.0,50.0,50,50,50,False,-0.4568,,,0.1164,-1.596,1.1394,-0.7072
47,99.999,0.0,50.0,50,50,50,False,-0.4568,,,0.1164,-1.596,1.1394,-0.7072
47,50.0,49.998999999999995,50.0,50,50,50,False,-0.4568,,,0.1164,-1.596,1.1394,-0.7072
47,99.999,49.998999999999995,50.0,50,50,50,False,-0.4568,,,0.1164,-1.596,1.1394,-0.7072
47,50.0,0.0,99.999,50,50,50,False,-0.4568,,,0.1164,-1.596,1.1394,-0.7072
47,99.999,0.0,99.999,50,50,50,False,-0.4568,,,0.1164,-1.596,1.1394,-0.7072
47,50.0,49.998999999999995,99.999,50,50,50,False,-0.4568,,,0.1164,-1.596,1.1394,-0.7072
47,99.999,49.998999999999995,99.999,50,50,50,False,-0.4568,,,0.1164,-1.596,1.1394,-0.7072
92,50.0,0.0,100.0,50,50,50,False,-0.5856,,1.4023,-0.4617,,1.9976,1.4443
92,99.999,0.0,100.0,50,50,50,False,-0.5856,,1.4023,-0.4617,,1.9976,1.4443
92,50.0,49.998999999999995,100.0,50,50,50,False,-0.5856,,1.4023,-0.4617,,1.9976,1.4443
92,99.999,49.998999999999995,100.0,50,50,50,False,-0.5856,,1.4023,-0.4617,,1.9976,1.4443
92,50.0,0.0,149.999,50,50,50,False,-0.5856,,1.4023,-0.4617,,1.9976,1.4443
92,99.999,0.0,149.999,50,50,50,False,-0.5856,,1.4023,-0.4617,,1.9976,1.4443
92,50.0,49.998999999999995,149.999,50,50,50,False,-0.5856,,1.4023,-0.4617,,1.9976,1.4443
92,99.999,49.998999999999995,149.999,50,50,50,False,-0.5856,,1.4023,-0.4617,,1.9976,1.4443
137,50.0,0.0,150.0,50,50,50,False,-2.1782,-0.9754,-0.1449,,,1.0979,1.266
137,99.999,0.0,150.0,50,50,50,False,-2.1782,-0.9754,-0.1449,,,1.0979,1.266
137,50.0,49.998999999999995,150.0,50,50,50,False,-2.1782,-0.9754,-0.1449,,,1.0979,1.266
137,99.999,49.998999999999995,150.0,50,50,50,False,-2.1782,-0.9754,-0.1449,,,1.0979,1.266
137,50.0,0.0,199.999,50,50,50,False,-2.1782,-0.9754,-0.1449,,,1.0979,1.266
137,99.999,0.0,199.999,50,50,50,False,-2.1782,-0.9754,-0.1449,,,1.0979,1.266
137,50.0,49.998999999999995,199.999,50,50,50,False,-2.1782,-0.9754,-0.1449,,,1.0979,1.266
137,99.999,49.998999999999995,199.999,50,50,50,False,-2.1782,-0.9754,-0.1449,,,1.0979,1.266
11,50.0,50.0,0.0,50,50,50,False,-2.4185,-0.1725,-2.5014,-0.741,-2.1513,,0.9772
11,99.999,50.0,0.0,50,50,50,False,-2.4185,-0.1725,-2.5014,-0.741,-2.1513,,0.9772
11,50.0,99.999,0.0,50,50,50,False,-2.4185,-0.1725,-2.5014,-0.741,-2.1513,,0.9772
11,99.999,99.999,0.0,50,50,50,False,-2.4185,-0.1725,-2.5014,-0.741,-2.1513,,0.9772
11,50.0,50.0,49.998999999999995,50,50,50,False,-2.4185,-0.1725,-2.5014,-0.741,-2.1513,,0.9772
11,99.999,50.0,49.998999999999995,50,50,50,False,-2.4185,-0.1725,-2.5014,-0.741,-2.1513,,0.9772
11,50.0,99.999,49.998999999999995,50,50,50,False,-2.4185,-0.1725,-2.5014,-0.741,-2.1513,,0.9772
11,99.999,99.999,49.998999999999995,50,50,50,False,-2.4185,-0.1725,-2.5014,-0.741,-2.1513,,0.9772
56,50.0,50.0,50.0,50,50,50,True,-1.7253,,-1.2155,-1.9556,1.7345,,1.902
56,99.999,50.0,50.0,50,50,50,True,-1.7253,,-1.2155,-1.9556,1.7345,,1.902
56,50.0,99.999,50.0,50,50,50,True,-1.7253,,-1.2155,-1.9556,1.7345,,1.902
56,99.999,99.999,50.0,50,50,50,True,-1.7253,,-1.2155,-1.9556,1.7345,,1.902
56,50.0,50.0,99.999,50,50,50,True,-1.7253,,-1.2155,-1.9556,1.7345,,1.902
56,99.999,50.0,99.999,50,50,50,True,-1.7253,,-1.2155,-1.9556,1.7345,,1.902
56,50.0,99.999,99.999,50,50,50,True,-1.7253,,-1.2155,-1.9556,1.7345,,1.902
56,99.999,99.999,99.999,50,50,50,True,-1.7253,,-1.2155,-1.9556,1.7345,,1.902
101,50.0,50.0,100.0,50,50,50,True,-2.3826,,-0.6768,-1.0316,-0.5739,0.093,
101,99.999,50.0,100.0,50,50,50,True,-2.3826,,-0.6768,-1.0316,-0.5739,0.093,
101,50.0,99.999,100.0,50,50,50,True,-2.3826,,-0.6768,-1.0316,-0.5739,0.093,
101,99.999,99.999,100.0,50,50,50,True,-2.3826,,-0.6768,-1.0316,-0.5739,0.093,
101,50.0,50.0,149.999,50,50,50,True,-2.3826,,-0.6768,-1.0316,-0.5739,0.093,
101,99.999,50.0,149.999,50,50,50,True,-2.3826,,-0.6768,-1.0316,-0.5739,0.093,
101,50.0,99.999,149.999,50,50,50,True,-2.3826,,-0.6768,-1.0316,-0.5739,0.093,
101,99.999,99.999,149.999,50,50,50,True,-2.3826,,-0.6768,-1.0316,-0.5739,0.093,
146,50.0,50.0,150.0,50,50,50,False,0.361,0.0559,-0.6806,1.9684,-2.8982,,-1.8963
146,99.999,50.0,150.0,50,50,50,False,0.361,0.0559,-0.6806,1.9684,-2.8982,,-1.8963
146,50.0,99.999,150.0,50,50,50,False,0.361,0.0559,-0.6806,1.9684,-2.8982,,-1.8963
146,99.999,99.999,150.0,50,50,50,False,0.361,0.0559,-0.6806,1.9684,-2.8982,,-1.8963
146,50.0,50.0,199.999,50,50,50,False,0.361,0.0559,-0.6806,1.9684,-2.8982,,-1.8963
146,99.999,50.0,199.999,50,50,50,False,0.361,0.0559,-0.6806,1.9684,-2.8982,,-1.8963
146,50.0,99.999,199.999,50,50,50,False,0.361,0.0559,-0.6806,1.9684,-2.8982,,-1.8963
146,99.999,99.999,199.999,50,50,50,False,0.361,0.0559,-0.6806,1.9684,-2.8982,,-1.8963
20,50.0,100.0,0.0,50,50,50,False,-2.2269,-0.3363,-2.1654,-1.1978,-0.7585,-0.4558,1.2626
20,99.999,100.0,0.0,50,50,50,False,-2.2269,-0.3363,-2.1654,-1.1978,-0.7585,-0.4558,1.2626
20,50.0,149.999,0.0,50,50,50,False,-2.2269,-0.3363,-2.1654,-1.1978,-0.7585,-0.4558,1.2626
20,99.999,149.999,0.0,50,50,50,False,-2.2269,-0.3363,-2.1654,-1.1978,-0.7585,-0.4558,1.2626
20,50.0,100.0,49.998999999999995,50,50,50,False,-2.2269,-0.3363,-2.1654,-1.1978,-0.7585,-0.4558,1.2626
20,99.999,100.0,49.998999999999995,50,50,50,False,-2.2269,-0.3363,-2.1654,-1.1978,-0.7585,-0.4558,1.2626
20,50.0,149.999,49.998999999999995,50,50,50,False,-2.2269,-0.3363,-2.1654,-1.1978,-0.7585,-0.4558,1.2626
20,99.999,149.999,49.998999999999995,50,50,50,False,-2.2269,-0.3363,-2.1654,-1.1978,-0.7585,-0.4558,1.2626
65,50.0,100.0,50.0,50,50,50,True,0.1157,,-2.7147,-0.3996,,2.083,-1.0641
65,99.999,100.0,50.0,50,50,50,True,0.1157,,-2.7147,-0.3996,,2.083,-1.0641
65,50.0,149.999,50.0,50,50,50,True,0.1157,,-2.7147,-0.3996,,2.083,-1.0641
65,99.999,149.999,50.0,50,50,50,True,0.1157,,-2.7147,-0.3996,,2.083,-1.0641
65,50.0,100.0,99.999,50,50,50,True,0.1157,,-2.7147,-0.3996,,2.083,-1.0641
65,99.999,100.0,99.999,50,50,50,True,0.1157,,-2.7147,-0.3996,,2.083,-1.0641
65,50.0,149.999,99.999,50,50,50,True,0.1157,,-2.7147,-0.3996,,2.083,-1.0641
65,99.999,149.999,99.999,50,50,50,True,0.1157,,-2.7147,-0.3996,,2.083,-1.0641
110,50.0,100.0,100.0,50,50,50,True,-2.1034,,1.5313,,,2.1479,-1.2069
110,99.999,100.0,100.0,50,50,50,True,-2.1034,,1.5313,,,2.1479,-1.2069
110,50.0,149.999,100.0,50,50,50,True,-2.1034,,1.5313,,,2.1479,-1.2069
110,99.999,149.999,100.0,50,50,50,True,-2.1034,,1.5313,,,2.1479,-1.2069
110,50.0,100.0,149.999,50,50,50,True,-2.1034,,1.5313,,,2.1479,-1.2069
110,99.999,100.0,149.999,50,50,50,True,-2.1034,,1.5313,,,2.1479,-1.2069
110,50.0,149.999,149.999,50,50,50,True,-2.1034,,1.5313,,,2.1479,-1.2069
110,99.999,149.999,149.999,50,50,50,True,-2.1034,,1.5313,,,2.1479,-1.2069
155,50.0,100.0,150.0,50,50,50,False,,1.4248,1.2944,-0.521,-0.6707,-0.1474,1.6762
155,99.999,100.0,150.0,50,50,50,False,,1.4248,1.2944,-0.521,-0.6707,-0.1474,1.6762
155,50.0,149.999,150.0,50,50,50,False,,1.4248,1.2944,-0.521,-0.6707,-0.1474,1.6762
155,99.999,149.999,150.0,50,50,50,False,,1.4248,1.2944,-0.521,-0.6707,-0.1474,1.6762
